id,region,municipality,settlement,type,oktmo
80831,Рязанская область,Касимовский район,Ленино,п,61608433141
80861,Рязанская область,Рыбновский район,Богословка,д,61627476191
80895,Рязанская область,Рыбновский район,Подлуг,д,61627424156
80981,Рязанская область,Старожиловский район,Суйск,с,61648438111
81049,Рязанская область,Спасский район,Кучино,д,61646409131
81174,Рязанская область,Кораблинский район,Чемоданово,д,61612448186
81208,Рязанская область,Кадомский район,Котелино,с,61606420101
81250,Рязанская область,Рязанский район,Вышетравино,с,61634475151
81261,Рязанская область,Скопинский район,Отрада,п,61644157111
81285,Рязанская область,Кораблинский район,Алексеевка,д,61612448151
81425,Рязанская область,Милославский район,Буково,д,61615472126
81557,Рязанская область,Пронский район,Гниломедово,д,61625455136
81590,Рязанская область,Михайловский район,Красное,с,61617421111
81699,Рязанская область,Касимовский район,Бабино-Булыгино,с,61608459146
81743,Рязанская область,Рыбновский район,Валищево,д,61627406106
81853,Рязанская область,Захаровский район,Низки,д,61604430136
81921,Рязанская область,Захаровский район,Елино,с,61604432101
81986,Рязанская область,Рязанский район,Панферово,д,61634475126
81995,Рязанская область,Кадомский район,Колетино,д,61606410156
82054,Рязанская область,Путятинский район,Малая Екатериновка,д,61626403111
82060,Рязанская область,Скопинский район,Катино,п/ст,61644415166
82102,Рязанская область,Пронский район,Вязовка,д,61625440121
82188,Рязанская область,Ухоловский район,Калейминовка,д,61650151116
82190,Рязанская область,Михайловский район,Колчево,д,61617101126
82209,Рязанская область,Рыбновский район,Борисовское,с,61627476176
82216,Рязанская область,Спасский район,Лакаш,с,61646458101
82249,Рязанская область,Кадомский район,Марьевка,д,61606430136
82289,Рязанская область,Кораблинский район,Новые Воды,д,61612428121
82347,Рязанская область,Кадомский район,Амплеевка,д,61606420151
82362,Рязанская область,Клепиковский район,Измайлово,д,61610472141
82408,Рязанская область,Клепиковский район,Пансурово,д,61610415266
82430,Рязанская область,Спасский район,Михали,с,61646461101
82445,Рязанская область,Шацкий район,Старая Покровка,с,61656448126
82503,Рязанская область,Клепиковский район,Филотово,д,61610487301
82583,Рязанская область,Касимовский район,Захарово,д,61608474116
82608,Рязанская область,Путятинский район,Воропаевка,п,61626436116
82715,Рязанская область,Сасовский район,Заболотье,с,61642424106
82760,Рязанская область,Клепиковский район,Чарсуль,д,61610487306
82843,Рязанская область,Рыбновский район,Федякино,с,61627416111
82857,Рязанская область,Клепиковский район,Зыково,д,61610487286
82920,Рязанская область,Клепиковский район,Владычино,д,61610415281
82999,Рязанская область,Сараевский район,Волков Хутор,д,61640451106
83002,Рязанская область,Путятинский район,Ильино,д,61626424171
83022,Рязанская область,Скопинский район,Дозоровка,п,61644488136
83048,Рязанская область,Шиловский район,Ивановка,д,61658448131
83097,Рязанская область,Сараевский район,Малая Витуша,п,61640472146
83212,Рязанская область,Кадомский район,Старая Галаховка,д,61606420216
83239,Рязанская область,Старожиловский район,Волоховские Выселки,д,61648440126
83273,Рязанская область,Рязанский район,Лужки,д,61634433141
83303,Рязанская область,Касимовский район,Ибердус,с,61608430101
83467,Рязанская область,Рязанский район,Дашки-2,с,61634475156
83486,Рязанская область,Михайловский район,Ижеславль,с,61617457116
83592,Рязанская область,Скопинский район,Уланово,д,61644496181
83622,Рязанская область,Михайловский район,Донцы,д,61617473171
83640,Рязанская область,Клепиковский район,Вещур,с,61610403116
83656,Рязанская область,Спасский район,Ухорское,д,61646434136
83667,Рязанская область,Сараевский район,Пробуждение,п,61640436121
83828,Рязанская область,Рязанский район,Вешки,д,61634478116
83947,Рязанская область,Старожиловский район,Матвеевка,д,61648151156
84106,Рязанская область,Рязанский район,Калетинка,д,61634433136
84136,Рязанская область,Старожиловский район,Большая Кременовка,д,61648438126
84158,Рязанская область,Касимовский район,Клоково,д,61608471126
84201,Рязанская область,Старожиловский район,Вороново,с,61648151106
84208,Рязанская область,Чучковский район,Пет,с,61653440106
84419,Рязанская область,Милославский район,Гротовский Разъезд,п,61615412176
84454,Рязанская область,Старожиловский район,Аристово,д,61648440106
84593,Рязанская область,Ермишинский район,Ливер,п,61602435141
84656,Рязанская область,Ряжский район,Поплевино,с,61630460101
84709,Рязанская область,Сасовский район,Лотказино,д,61642403136
84731,Рязанская область,Клепиковский район,Голышово,д,61610403196
84748,Рязанская область,Шацкий район,Вачкас,п,61656448106
84767,Рязанская область,Касимовский район,Ананьино,д,61608462181
84975,Рязанская область,Захаровский район,Савин-Корь,д,61604412116
84996,Рязанская область,Спасский район,Новики,с,61646473116
85016,Рязанская область,Касимовский район,Бреево,д,61608474111
85022,Рязанская область,Сасовский район,Истлеево,с,61642420111
85038,Рязанская область,Клепиковский район,Чуфилово,с,61610421221
85041,Рязанская область,Рязанский район,Бахмачеево,с,61634478106
85070,Рязанская область,Спасский район,Кирицы,с,61646452111
85078,Рязанская область,Клепиковский район,Чечево,д,61610403266
85087,Рязанская область,Сараевский район,Федоровка,д,61640403171
85187,Рязанская область,Шацкий район,Липовка,д,61656442146
85211,Рязанская область,Сараевский район,Палаткино,п,61640472151
85400,Рязанская область,Захаровский район,Осово,с,61604415116
85403,Рязанская область,Скопинский район,Поплевинский,п,61644157116
85412,Рязанская область,Рязанский район,Горетово,с,61634412131
85456,Рязанская область,Милославский район,Мышенка,с,61615428126
85533,Рязанская область,Захаровский район,Спасские Выселки,с,61604440106
85536,Рязанская область,Захаровский район,Мельгуновка,д,61604415156
85636,Рязанская область,Касимовский район,Федоровка,д,61608412146
85641,Рязанская область,Михайловский район,Бывшей МТС,п,61617467151
85669,Рязанская область,Клепиковский район,Шеенки,с,61610403106
85713,Рязанская область,Захаровский район,Липки,с,61604430106
85730,Рязанская область,Захаровский район,Добрые Пчелы,с,61604430101
85773,Рязанская область,Михайловский район,Лесищи,д,61617473136
85831,Рязанская область,Кадомский район,Липляйка,д,61606420176
85891,Рязанская область,Клепиковский район,Пульхово,д,61610421196
85963,Рязанская область,Шацкий район,Марьино,д,61656418111
85991,Рязанская область,Сараевский район,Чарыково,д,61640448136
86175,Рязанская область,Шацкий район,Сново-Здорово,с,61656442126
86361,Рязанская область,Александро-Невский район,Кленские Выселки,д,61620405156
86429,Рязанская область,Сапожковский район,Никольское,с,61637435121
86625,Рязанская область,Спасский район,Деревенское,с,61646488111
86640,Рязанская область,Рыбновский район,Китаево,д,61627476146
86648,Рязанская область,Рязанский район,Каменец,с,61634496111
86709,Рязанская область,Клепиковский район,Алтухово,д,61610415126
86766,Рязанская область,Кадомский район,Муханов,п,61606430161
86802,Рязанская область,Клепиковский район,Савино,д,61610421136
86834,Рязанская область,Путятинский район,Маровский,п,61626432111
86841,Рязанская область,Пронский район,Елшино,с,61625405126
86886,Рязанская область,Старожиловский район,Алабино,д,61648151141
87041,Рязанская область,Клепиковский район,Лебедино,д,61610415136
87089,Рязанская область,Михайловский район,Раздольное,с,61617421106
87095,Рязанская область,Михайловский район,Шепелевка,д,61617415191
87106,Рязанская область,Захаровский район,Старое Пронинское,д,61604465156
87211,Рязанская область,Кадомский район,Малое Лунино,д,61606151121
87277,Рязанская область,Михайловский район,Николаевка,с,61617418216
87334,Рязанская область,Сараевский район,Надеждино,д,61640481131
87430,Рязанская область,Михайловский район,Половнево,с,61617418106
87511,Рязанская область,Рязанский район,Ласковский,п,61634436126
87517,Рязанская область,Милославский район,Бабинка,д,61615444141
87585,Рязанская область,Ряжский район,Еголдаево,п/ст,61630415121
87710,Рязанская область,Пронский район,Кареево,д,61625450151
87786,Рязанская область,Сараевский район,Урицкий,п,61640430141
87873,Рязанская область,Шиловский район,Полтавка,д,61658436106
87896,Рязанская область,Кораблинский район,Лесуново,с,61612464116
88088,Рязанская область,Михайловский район,Щеголево,д,61617418161
88133,Рязанская область,Касимовский район,Перво,с,61608462101
88143,Рязанская область,Кораблинский район,Княжое,с,61612424111
88231,Рязанская область,Клепиковский район,Русаново,д,61610415156
88244,Рязанская область,Касимовский район,Барамыково,д,61608412121
88281,Рязанская область,Рязанский район,Сальково,д,61634475136
88323,Рязанская область,Милославский район,Архангельское,с,61615428121
88337,Рязанская область,Рыбновский район,Бариново,д,61627476216
88339,Рязанская область,Путятинский район,Александровка,д,61626412116
88396,Рязанская область,Шацкий район,Юрино,с,61656421116
88431,Рязанская область,Сараевский район,Сысои,с,61640469101
88578,Рязанская область,Клепиковский район,Оськино,д,61610472101
88652,Рязанская область,Захаровский район,Захаровские Дворики,д,61604432111
88680,Рязанская область,Милославский район,Софиевка,д,61615444136
88716,Рязанская область,Сасовский район,Сенцово,п,61642466146
88778,Рязанская область,Касимовский район,Булгаково,д,61608439101
88829,Рязанская область,Скопинский район,Князево,с,61644445111
88856,Рязанская область,Чучковский район,Остро-Пластиково,с,61653435101
88967,Рязанская область,Скопинский район,Красный,п,61644488171
88975,Рязанская область,Сасовский район,Алешино,с,61642406101
89003,Рязанская область,Пителинский район,Юрьево,с,61623435111
89148,Рязанская область,Клепиковский район,Горы,д,61610403236
89213,Рязанская область,Шиловский район,Сановка,с,61658427106
89244,Рязанская область,Шиловский район,Муратово,с,61658448106
89360,Рязанская область,Милославский район,Николаевка,д,61615472116
89368,Рязанская область,Пронский район,Панкино,с,61625455131
89370,Рязанская область,Спасский район,Малево,д,61646409156
89381,Рязанская область,Сапожковский район,Березовка,с,61637405116
89382,Рязанская область,Касимовский район,Савостьяново,с,61608468101
89389,Рязанская область,Скопинский район,Южный,п,61644154106
89444,Рязанская область,Ряжский район,Журавинка,с,61630420101
89523,Рязанская область,Захаровский район,Кресты,д,61604465131
89566,Рязанская область,Рязанский район,Куркино,д,61634485146
89675,Рязанская область,Рыбновский район,Глебково,п,61627418101
89723,Рязанская область,Шиловский район,Константиново,с,61658430116
89731,Рязанская область,Сасовский район,Ярново,с,61642406116
89782,Рязанская область,Спасский район,Спасск-Рязанский,г,61646101001
89835,Рязанская область,Сасовский район,Ряньзя,д,61642464131
89931,Рязанская область,Захаровский район,Альяшево,с,61604465116
89976,Рязанская область,Милославский район,Новая,д,61615412146
90055,Рязанская область,Ряжский район,Лесничества Шувалово,п,61630420181
90118,Рязанская область,Милославский район,Ляпуновка,д,61615412131
90152,Рязанская область,Александро-Невский район,Ознобищево,д,61620410116
90157,Рязанская область,Шацкий район,Жданная,д,61656439126
90248,Рязанская область,Михайловский район,Роговое,с,61617485111
90391,Рязанская область,Михайловский район,Михайлов,г,61617101001
90400,Рязанская область,Милославский район,Лубянка,д,61615444161
90413,Рязанская область,Сараевский район,Новая Поляна,д,61640451176
90415,Рязанская область,Скопинский район,Затворное,с,61644415146
90425,Рязанская область,Старожиловский район,Никитинское,с,61648151116
90446,Рязанская область,Сараевский район,Никольский,п,61640430136
90478,Рязанская область,Милославский район,Николаевка,д,61615472116
90538,Рязанская область,Рыбновский район,Малое Алешино,д,61627476131
90547,Рязанская область,Кораблинский район,Газопровод,п,61612460121
90614,Рязанская область,Клепиковский район,Левино 2,д,61610487316
90743,Рязанская область,Кораблинский район,Быковская Степь,п,61612428131
90958,Рязанская область,Клепиковский район,Сильма,х,61610415286
90970,Рязанская область,Шацкий район,Ранние Всходы,п,61656484106
90994,Рязанская область,Касимовский район,Большой Мутор,д,61608421126
91001,Рязанская область,Ряжский район,Чернава,д,61630460131
91012,Рязанская область,Рыбновский район,Юркино,д,61627408161
91023,Рязанская область,Шацкий район,Луч,п,61656415111
91039,Рязанская область,Рязанский район,Искра,п,61634485101
91130,Рязанская область,Рязанский район,Реткино,с,61634496116
91172,Рязанская область,Касимовский район,Торбаево,с,61608412101
91254,Рязанская область,Клепиковский район,Полушкино,д,61610451151
91325,Рязанская область,Путятинский район,Ур,д,61626403131
91375,Рязанская область,Касимовский район,Сынтул,рп,61608160051
91427,Рязанская область,Ряжский район,Марчуки 1,с,61630405121
91494,Рязанская область,Рязанский район,Ивашково,д,61634457121
91565,Рязанская область,Клепиковский район,Муночь,д,61610472196
91667,Рязанская область,Милославский район,Трухачевка,д,61615422216
91721,Рязанская область,Михайловский район,Проне-Городище,с,61617433106
91730,Рязанская область,Сараевский район,Мыс Доброй Надежды,д,61640481126
91763,Рязанская область,Кадомский район,Трубаковка,д,61606410176
91808,Рязанская область,Кораблинский район,Яблонево,с,61612484101
91830,Рязанская область,Шиловский район,Борок,с,61658151106
91921,Рязанская область,Кораблинский район,Красный Городок,п,61612464126
91944,Рязанская область,Касимовский район,Кислово,д,61608468136
91981,Рязанская область,Сараевский район,Призыв,п,61640436116
92038,Рязанская область,Михайловский район,Новая Деревня,д,61617415241
92344,Рязанская область,Путятинский район,Лаврентьевка,д,61626424136
92373,Рязанская область,Рыбновский район,Старое Веселево,д,61627408111
92478,Рязанская область,Сасовский район,Лукьяново,д,61642406121
92550,Рязанская область,Спасский район,Садовая,п,61646434151
92592,Рязанская область,Шиловский район,Нарезка,д,61658403116
92621,Рязанская область,Сасовский район,Шурмашь,с,61642415121
92630,Рязанская область,Касимовский район,Кочемары,д,61608433121
92704,Рязанская область,Сараевский район,Борец,с,61640412101
92849,Рязанская область,Михайловский район,Леденевка,д,61617415156
92907,Рязанская область,Пронский район,Альютово,д,61625405161
93080,Рязанская область,Клепиковский район,Кондаково,д,61610472156
93111,Рязанская область,Пителинский район,Марьевка,д,61623450131
93112,Рязанская область,Сараевский район,Напольное,с,61640451101
93130,Рязанская область,Кораблинский район,Добрятино,д,61612448161
93403,Рязанская область,Михайловский район,Козловка,с,61617101106
93424,Рязанская область,Рыбновский район,Баграмово,д,61627406101
93543,Рязанская область,Спасский район,Старый Кудом,п,61646498186
93548,Рязанская область,Милославский район,Жерновки,с,61615456136
93654,Рязанская область,Шиловский район,Тайдаково,д,61658448121
93680,Рязанская область,Скопинский район,Вослебово,п/ст,61644412101
93695,Рязанская область,Александро-Невский район,Бахметьево,д,61620405116
93833,Рязанская область,Михайловский район,Солнечное,с,61617415126
93878,Рязанская область,Чучковский район,Новый,п,61653420166
93892,Рязанская область,Сараевский район,Петинский,х,61640472161
93943,Рязанская область,Касимовский район,Шульгино,д,61608453156
94053,Рязанская область,Клепиковский район,Шабаево,д,61610101106
94251,Рязанская область,Михайловский район,Тимофеевка,д,61617473196
94283,Рязанская область,Старожиловский район,Акулово,д,61648420176
94334,Рязанская область,Шиловский район,Задубровье,с,61658430101
94399,Рязанская область,Рязанский район,Долгинино,с,61634401106
94404,Рязанская область,Касимовский район,Касимов,ст,61608459151
94488,Рязанская область,Спасский район,Гавриловское,с,61646415101
94517,Рязанская область,Клепиковский район,Проваторово,д,61610475126
94548,Рязанская область,Ермишинский район,Надеждино,д,61602430126
94560,Рязанская область,Спасский район,Ярустово,с,61646473126
94576,Рязанская область,Сапожковский район,Екатериновка,д,61637405126
94601,Рязанская область,Кораблинский район,Ново-Александровские Выселки,д,61612408161
94611,Рязанская область,Спасский район,Аргамаково,д,61646446101
94626,Рязанская область,Шацкий район,Старочернеево,с,61656451106
94653,Рязанская область,Старожиловский район,Арсеново,д,61648420131
94739,Рязанская область,Шацкий район,Старые Подсосенки,д,61656406141
94775,Рязанская область,Путятинский район,Путятино,с,61626436101
94777,Рязанская область,Шацкий район,Ветринка,д,61656454136
94788,Рязанская область,Шиловский район,Боровое,с,61658436116
94812,Рязанская область,Кадомский район,Выползово,д,61606405156
94819,Рязанская область,Скопинский район,Богослово,с,61644415131
95104,Рязанская область,Сараевский район,Журавлевка,д,61640451111
95150,Рязанская область,Михайловский район,Лещенка,с,61617101001
95190,Рязанская область,Милославский район,Заболотовское,с,61615428111
95214,Рязанская область,Клепиковский район,Карцово,д,61610472151
95318,Рязанская область,Кораблинский район,Красная Горка,д,61612424131
95330,Рязанская область,Захаровский район,Колесня,с,61604465106
95382,Рязанская область,Клепиковский район,Козельское,д,61610415241
95394,Рязанская область,Пронский район,Мосток,д,61625455166
95426,Рязанская область,Клепиковский район,Бараново,д,61610403231
95636,Рязанская область,Старожиловский район,Сазоново,д,61648151146
95816,Рязанская область,Клепиковский район,Кузино,д,61610101116
95913,Рязанская область,Сапожковский район,Красная Яблонька,п,61637435136
95931,Рязанская область,Милославский район,Корневской,п,61615408141
95957,Рязанская область,Михайловский район,Наумовка,д,61617415166
96195,Рязанская область,Чучковский район,Прудовка,д,61653440176
96265,Рязанская область,Касимовский район,Полянки,д,61608442141
96281,Рязанская область,Сараевский район,Дмитриевка,д,61640403176
96347,Рязанская область,Спасский район,Можарово,д,61646493111
96411,Рязанская область,Сараевский район,Анненка,д,61640448111
96479,Рязанская область,Старожиловский район,Ивановское,с,61648420116
96545,Рязанская область,Шиловский район,Прибрежный,п,6.1e+07
96584,Рязанская область,Александро-Невский район,Колобово,д,61620410146
96635,Рязанская область,Михайловский район,Коллектив,д,61617415136
96725,Рязанская область,Касимовский район,Чернышово-Починки,д,61608459141
96803,Рязанская область,Пронский район,Береговая Погореловка,с,61625455106
96833,Рязанская область,Милославский район,Ольхи,д,61615428141
96844,Рязанская область,Клепиковский район,Малиновка,п,61610454106
96919,Рязанская область,Чучковский район,Подшивальна,п,61653420181
96938,Рязанская область,Сапожковский район,Красное,с,61637435126
96946,Рязанская область,Касимовский район,Данево,с,61608421106
97000,Рязанская область,Касимовский район,Мотказино,д,61608412131
97006,Рязанская область,Кадомский район,Старый Кадом,с,61606410116
97017,Рязанская область,Скопинский район,Брикетная,п/ст,61644412126
97132,Рязанская область,Шацкий район,Новоселки,с,61656439106
97154,Рязанская область,Шацкий район,Истинка,д,61656454141
97180,Рязанская область,Клепиковский район,Спас-Клепики,г,61610101001
97181,Рязанская область,Клепиковский район,Фомино,д,61610415166
97184,Рязанская область,Пителинский район,Кошибеевка,д,61623420126
97251,Рязанская область,Михайловский район,Дугинка 1,д,61617473156
97292,Рязанская область,Кораблинский район,Пустотино,с,61612464101
97399,Рязанская область,Ермишинский район,Костино,д,61602405131
97581,Рязанская область,Скопинский район,Троице-Орловка,с,61644415121
97621,Рязанская область,Старожиловский район,Асташово,с,61648425106
97655,Рязанская область,Михайловский район,Лужки,с,61617418116
97699,Рязанская область,Рыбновский район,Зеленино,д,61627404126
97714,Рязанская область,Пронский район,Молодки,д,61625450156
97723,Рязанская область,Ухоловский район,Куприно,п,61650450151
97751,Рязанская область,Спасский район,Ушаково,с,61646485116
97753,Рязанская область,Рязанский район,Пущино,с,61634495191
97766,Рязанская область,Касимовский район,Верхняя Козлань,д,61608468126
97826,Рязанская область,Ермишинский район,Царево,с,61602440106
97853,Рязанская область,Ухоловский район,Ольховские Выселки,п,61650450156
97857,Рязанская область,Спасский район,Острая Лука,д,61646476131
97869,Рязанская область,Рязанский район,Александрово,с,61634457106
97884,Рязанская область,Чучковский район,Большая Дмитриевка,д,61653440131
97998,Рязанская область,Сасовский район,Малый Студенец,с,61642439101
98009,Рязанская область,Касимовский район,Новая Деревня,д,61608456101
98077,Рязанская область,Спасский район,Полянки,д,61646452141
98291,Рязанская область,Ряжский район,Зезюлино,с,61630420116
98296,Рязанская область,Шацкий район,Михайловка,д,61656493121
98389,Рязанская область,Шацкий район,Успеновка,д,61656454231
98397,Рязанская область,Шацкий район,Цветки,д,61656454161
98399,Рязанская область,Ухоловский район,Зароща,п,61650430111
98411,Рязанская область,Клепиковский район,Тума,рп,61610154051
98448,Рязанская область,Ухоловский район,Лубянки,с,61650455106
98460,Рязанская область,Кораблинский район,Крутое,д,61612484126
98499,Рязанская область,Рязанский район,Екимовка,с,61634433101
98510,Рязанская область,Рязанский район,Дубровка,д,61634495171
98534,Рязанская область,Рыбновский район,Иванчино,д,61627436121
98548,Рязанская область,Михайловский район,Протасово,д,61617415246
98550,Рязанская область,Сараевский район,Максимовка,д,61640442116
98562,Рязанская область,Пронский район,Ивашково,д,61625455201
98666,Рязанская область,Ухоловский район,Заречье,с,61650440111
98667,Рязанская область,Сасовский район,Таировка,д,61642463126
98753,Рязанская область,Клепиковский район,Ценово,д,61610472226
98778,Рязанская область,Михайловский район,Низок,с,61617491116
98783,Рязанская область,Рязанский район,Гурейкино,д,61634430121
98891,Рязанская область,Скопинский район,Измайловка,д,61644415201
98995,Рязанская область,Спасский район,Горки,д,61646473136
99171,Рязанская область,Спасский район,Нефедово,д,61646461141
99218,Рязанская область,Старожиловский район,Полянские Выселки,д,61648438141
99297,Рязанская область,Рязанский район,Тарасово,с,61634485121
99523,Рязанская область,Пронский район,Булычево,с,61625440146
99575,Рязанская область,Александро-Невский район,Знаменка,д,61620405151
99598,Рязанская область,Ряжский район,Осиновка,д,61630460126
99619,Рязанская область,Спасский район,Студенец,п,61646446126
99710,Рязанская область,Скопинский район,Красный Май,п,61644415171
99713,Рязанская область,Чучковский район,Родники,п,61653420186
99821,Рязанская область,Кораблинский район,Курбатово,с,61612464121
99881,Рязанская область,Сараевский район,Пчелиновка,д,61640412131
100306,Рязанская область,Ермишинский район,Азеево,с,61602405101
100312,Рязанская область,Михайловский район,Трепольский,п,61617473101
100340,Рязанская область,Александро-Невский район,Павловка,д,61620405141
100373,Рязанская область,Пителинский район,Свищево,с,61623425106
100388,Рязанская область,Михайловский район,Вилки,д,61617457106
100395,Рязанская область,Скопинский район,Желтухино,д,61644496146
100396,Рязанская область,Ермишинский район,Некрасовка,с,61602151111
100407,Рязанская область,Рязанский район,Демкино,д,61634409116
100460,Рязанская область,Рязанский район,Синец,д,61634496136
100516,Рязанская область,Сапожковский район,Соща,п,61637405146
100753,Рязанская область,Клепиковский район,Молькино,д,61610475101
100764,Рязанская область,Кораблинский район,Малиновка,д,61612424141
100799,Рязанская область,Шиловский район,Авдотьинка,д,61658427111
100825,Рязанская область,Касимовский район,Урдово,д,61608424126
100853,Рязанская область,Чучковский район,Деревягино,с,61653420106
100873,Рязанская область,Михайловский район,Чурики,с,61617485101
100924,Рязанская область,Ряжский район,Михайловка,д,61630405166
100949,Рязанская область,Михайловский район,Санатория Красное,п,61617439121
101010,Рязанская область,Сараевский район,Ягодка,п,61640403206
101021,Рязанская область,Старожиловский район,Харламово,д,61648425146
101041,Рязанская область,Александро-Невский район,Крещено Гаи,с,61620460111
101087,Рязанская область,Милославский район,Масальщино,д,61615444181
101159,Рязанская область,Сапожковский район,Дмитриевка,д,61637405141
101171,Рязанская область,Михайловский район,Полыновка,д,61617473146
101194,Рязанская область,Сараевский район,Крутое,д,61640472126
101232,Рязанская область,Клепиковский район,Ново-Никольск,д,61610403256
101272,Рязанская область,Клепиковский район,Подлипки,с,61610487331
101444,Рязанская область,Чучковский район,Муравлянка,п,61653420161
101476,Рязанская область,Ухоловский район,Веревкин Хутор,п,61650450176
101485,Рязанская область,Шиловский район,Наследничье,с,61658403106
101488,Рязанская область,Старожиловский район,Малое Кожухово,д,61648425141
101558,Рязанская область,Милославский район,Борщевка,д,61615412121
101661,Рязанская область,Шацкий район,Илларионовка,д,61656454116
101700,Рязанская область,Рязанский район,Тепловодие,д,61634478156
101821,Рязанская область,Спасский район,Старое Тонино,с,61646461111
101938,Рязанская область,Путятинский район,Слесаревка,д,61626424156
101973,Рязанская область,Шиловский район,Заполье,д,61658448126
102015,Рязанская область,Клепиковский район,Калдево,д,61610487311
102054,Рязанская область,Кадомский район,Старое Панино,д,61606420221
102198,Рязанская область,Захаровский район,Лялино,с,61604415106
102261,Рязанская область,Сараевский район,Михайловка,д,61640424146
102275,Рязанская область,Сараевский район,Добродушное,д,61640412136
102284,Рязанская область,Клепиковский район,Аничково,д,61610418161
102321,Рязанская область,Рыбновский район,Старолетово,с,61627464126
102349,Рязанская область,Скопинский район,Ермолово,с,61644478106
102358,Рязанская область,Путятинский район,Воршево,с,61626412106
102504,Рязанская область,Сасовский район,Усады,с,61642403111
102505,Рязанская область,Кадомский район,Николаевка,д,61606430141
102631,Рязанская область,Рязанский район,Трубниково,д,61634475141
102832,Рязанская область,Клепиковский район,Ново-Аносово,д,61610448161
102857,Рязанская область,Путятинский район,Красные Борки,д,61626424196
102870,Рязанская область,Кораблинский район,Анновка,д,61612456126
102902,Рязанская область,Милославский район,Бахаровка,д,61615422171
102950,Рязанская область,Захаровский район,Перекаль,д,61604415166
102957,Рязанская область,Захаровский район,Горностаевка,д,61604425136
102975,Рязанская область,Кадомский район,Красные Починки,д,61606410161
103023,Рязанская область,Сапожковский район,Попова Лощина,д,61637151151
103175,Рязанская область,Шиловский район,Лесной,рп,61658157051
103449,Рязанская область,Кадомский район,Нижне-Никольск,д,61606420121
103552,Рязанская область,Путятинский район,Малиновка,д,61626424191
103658,Рязанская область,Спасский район,Желобова Слобода,д,61646461146
103682,Рязанская область,Сапожковский район,Малый Сапожок,с,61637410131
103761,Рязанская область,Шацкий район,Сборное,с,61656442116
103819,Рязанская область,Милославский район,Барановка,д,61615422151
103836,Рязанская область,Александро-Невский район,Урусово,д,61620410156
103838,Рязанская область,Михайловский район,Помозово,с,61617101111
104159,Рязанская область,Рязанский район,Астромино,с,61634460106
104179,Рязанская область,Путятинский район,Никитино,д,61626406136
104202,Рязанская область,Милославский район,Чернышовка,д,61615444176
104211,Рязанская область,Александро-Невский район,Аннинка,д,61620410181
104219,Рязанская область,Рыбновский район,Шишкино,д,61627424121
104233,Рязанская область,Михайловский район,Красное Городище,д,61617415146
104243,Рязанская область,Сапожковский район,Грибов Куст,п,61637151111
104276,Рязанская область,Ряжский район,Кузьминка,д,61630420171
104358,Рязанская область,Шацкий район,Даниловка,д,61656454221
104406,Рязанская область,Спасский район,Ясаково,д,61646493121
104437,Рязанская область,Сараевский район,Соловьевка,д,61640442121
104458,Рязанская область,Рязанский район,Чичкино,д,61634475226
